tid,dir,lav,cav,time,time_nr,day,date
1,0,13,6,1200,1,1,17063
1,1,140,56,1200,1,1,17063
3,0,17,16,1200,1,1,17063
3,1,181,112,1200,1,1,17063
1,0,6,9,2400,2,1,17063
1,1,56,31,2400,2,1,17063
2,0,0,0,2400,2,1,17063
3,0,16,16,2400,2,1,17063
3,1,112,93,2400,2,1,17063
1,0,9,10,3600,3,1,17063
1,1,31,4,3600,3,1,17063
2,0,0,0,3600,3,1,17063
3,0,16,17,3600,3,1,17063
3,1,93,4,3600,3,1,17063
1,0,10,14,4800,4,1,17063
1,1,4,14,4800,4,1,17063
2,0,0,0,4800,4,1,17063
3,0,17,17,4800,4,1,17063
3,1,4,5,4800,4,1,17063
1,0,14,10,6000,5,1,17063
1,1,14,7,6000,5,1,17063
2,0,0,0,6000,5,1,17063
3,0,17,11,6000,5,1,17063
3,1,5,4,6000,5,1,17063
1,0,10,7,7200,6,1,17063
1,1,7,7,7200,6,1,17063
2,0,0,0,7200,6,1,17063
3,0,11,11,7200,6,1,17063
3,1,4,5,7200,6,1,17063
1,0,7,10,8400,7,1,17063
1,1,7,7,8400,7,1,17063
2,0,0,0,8400,7,1,17063
3,0,11,14,8400,7,1,17063
3,1,5,4,8400,7,1,17063
1,0,10,6,9600,8,1,17063
1,1,7,10,9600,8,1,17063
2,0,0,0,9600,8,1,17063
3,0,14,18,9600,8,1,17063
3,1,0,0,9600,8,1,17063
1,0,6,9,10800,9,1,17063
1,1,10,10,10800,9,1,17063
2,0,0,0,10800,9,1,17063
3,0,18,10,10800,9,1,17063
3,1,0,0,10800,9,1,17063
1,0,9,4,12000,10,1,17063
1,1,10,14,12000,10,1,17063
2,0,0,0,12000,10,1,17063
3,0,10,10,12000,10,1,17063
3,1,5,3,12000,10,1,17063
1,0,4,9,13200,11,1,17063
1,1,14,20,13200,11,1,17063
2,0,0,0,13200,11,1,17063
3,0,10,9,13200,11,1,17063
3,1,3,10,13200,11,1,17063
1,0,9,10,14400,12,1,17063
1,1,20,18,14400,12,1,17063
2,0,0,0,14400,12,1,17063
3,0,9,11,14400,12,1,17063
3,1,10,4,14400,12,1,17063
1,0,10,13,15600,13,1,17063
1,1,18,17,15600,13,1,17063
2,0,0,0,15600,13,1,17063
3,0,11,8,15600,13,1,17063
3,1,4,7,15600,13,1,17063
1,0,13,12,16800,14,1,17063
1,1,17,23,16800,14,1,17063
2,0,0,0,16800,14,1,17063
3,0,8,10,16800,14,1,17063
3,1,7,3,16800,14,1,17063
1,0,12,2,18000,15,1,17063
1,1,23,28,18000,15,1,17063
2,0,0,0,18000,15,1,17063
3,0,10,9,18000,15,1,17063
3,1,3,11,18000,15,1,17063
1,0,2,8,19200,16,1,17063
1,1,28,24,19200,16,1,17063
2,0,14,12,19200,16,1,17063
3,0,9,14,19200,16,1,17063
3,1,11,7,19200,16,1,17063
1,0,8,13,20400,17,1,17063
1,1,24,34,20400,17,1,17063
2,0,12,21,20400,17,1,17063
3,0,14,27,20400,17,1,17063
3,1,7,13,20400,17,1,17063
1,0,13,8,21600,18,1,17063
1,1,34,39,21600,18,1,17063
2,0,21,30,21600,18,1,17063
3,0,27,39,21600,18,1,17063
3,1,13,30,21600,18,1,17063
1,0,8,13,22800,19,1,17063
1,1,39,57,22800,19,1,17063
2,0,30,36,22800,19,1,17063
3,0,39,58,22800,19,1,17063
3,1,30,38,22800,19,1,17063
1,0,13,32,24000,20,1,17063
1,1,57,72,24000,20,1,17063
2,0,36,37,24000,20,1,17063
3,0,58,71,24000,20,1,17063
3,1,38,65,24000,20,1,17063
1,0,32,39,25200,21,1,17063
1,1,72,70,25200,21,1,17063
2,0,37,84,25200,21,1,17063
3,0,71,127,25200,21,1,17063
3,1,65,67,25200,21,1,17063
1,0,39,31,26400,22,1,17063
1,1,70,83,26400,22,1,17063
2,0,84,80,26400,22,1,17063
3,0,127,123,26400,22,1,17063
3,1,67,71,26400,22,1,17063
1,0,31,43,27600,23,1,17063
1,1,83,118,27600,23,1,17063
2,0,80,97,27600,23,1,17063
3,0,123,153,27600,23,1,17063
3,1,71,103,27600,23,1,17063
1,0,43,46,28800,24,1,17063
1,1,118,123,28800,24,1,17063
2,0,97,129,28800,24,1,17063
3,0,153,161,28800,24,1,17063
3,1,103,118,28800,24,1,17063
1,0,46,56,30000,25,1,17063
1,1,123,119,30000,25,1,17063
2,0,129,122,30000,25,1,17063
3,0,161,167,30000,25,1,17063
3,1,118,168,30000,25,1,17063
1,0,56,41,31200,26,1,17063
1,1,119,116,31200,26,1,17063
2,0,122,98,31200,26,1,17063
3,0,167,138,31200,26,1,17063
3,1,168,161,31200,26,1,17063
1,0,41,50,32400,27,1,17063
1,1,116,120,32400,27,1,17063
2,0,98,89,32400,27,1,17063
3,0,138,174,32400,27,1,17063
3,1,161,145,32400,27,1,17063
1,0,50,49,33600,28,1,17063
1,1,120,151,33600,28,1,17063
2,0,89,78,33600,28,1,17063
3,0,174,144,33600,28,1,17063
3,1,145,125,33600,28,1,17063
1,0,49,44,34800,29,1,17063
1,1,151,131,34800,29,1,17063
2,0,78,59,34800,29,1,17063
3,0,144,148,34800,29,1,17063
3,1,125,116,34800,29,1,17063
1,0,44,44,36000,30,1,17063
1,1,131,101,36000,30,1,17063
2,0,59,71,36000,30,1,17063
3,0,148,104,36000,30,1,17063
3,1,116,117,36000,30,1,17063
1,0,44,44,37200,31,1,17063
1,1,101,105,37200,31,1,17063
2,0,71,88,37200,31,1,17063
3,0,104,111,37200,31,1,17063
3,1,117,87,37200,31,1,17063
1,0,44,44,38400,32,1,17063
1,1,105,102,38400,32,1,17063
2,0,88,65,38400,32,1,17063
3,0,111,122,38400,32,1,17063
3,1,87,85,38400,32,1,17063
1,0,44,39,39600,33,1,17063
1,1,102,86,39600,33,1,17063
2,0,65,50,39600,33,1,17063
3,0,122,111,39600,33,1,17063
3,1,85,73,39600,33,1,17063
1,0,39,30,40800,34,1,17063
1,1,86,76,40800,34,1,17063
2,0,50,61,40800,34,1,17063
3,0,111,82,40800,34,1,17063
3,1,73,72,40800,34,1,17063
1,0,30,34,42000,35,1,17063
1,1,76,100,42000,35,1,17063
2,0,61,46,42000,35,1,17063
3,0,82,91,42000,35,1,17063
3,1,72,73,42000,35,1,17063
1,0,34,45,43200,36,1,17063
1,1,100,99,43200,36,1,17063
2,0,46,87,43200,36,1,17063
3,0,91,104,43200,36,1,17063
3,1,73,94,43200,36,1,17063
1,0,45,44,44400,37,1,17063
1,1,99,70,44400,37,1,17063
2,0,87,66,44400,37,1,17063
3,0,104,91,44400,37,1,17063
3,1,94,86,44400,37,1,17063
1,0,44,53,45600,38,1,17063
1,1,70,79,45600,38,1,17063
2,0,66,69,45600,38,1,17063
3,0,91,122,45600,38,1,17063
3,1,86,94,45600,38,1,17063
1,0,53,57,46800,39,1,17063
1,1,79,100,46800,39,1,17063
2,0,69,81,46800,39,1,17063
3,0,122,117,46800,39,1,17063
3,1,94,91,46800,39,1,17063
1,0,57,61,48000,40,1,17063
1,1,100,108,48000,40,1,17063
2,0,81,95,48000,40,1,17063
3,0,117,107,48000,40,1,17063
3,1,91,110,48000,40,1,17063
1,0,61,53,49200,41,1,17063
1,1,108,106,49200,41,1,17063
2,0,95,67,49200,41,1,17063
3,0,107,131,49200,41,1,17063
3,1,110,100,49200,41,1,17063
1,0,53,55,50400,42,1,17063
1,1,106,101,50400,42,1,17063
2,0,67,66,50400,42,1,17063
3,0,131,100,50400,42,1,17063
3,1,100,95,50400,42,1,17063
1,0,55,52,51600,43,1,17063
1,1,101,100,51600,43,1,17063
2,0,66,62,51600,43,1,17063
3,0,100,84,51600,43,1,17063
3,1,95,99,51600,43,1,17063
1,0,52,52,52800,44,1,17063
1,1,100,101,52800,44,1,17063
2,0,62,79,52800,44,1,17063
3,0,84,107,52800,44,1,17063
3,1,99,93,52800,44,1,17063
1,0,52,48,54000,45,1,17063
1,1,101,77,54000,45,1,17063
2,0,79,77,54000,45,1,17063
3,0,107,117,54000,45,1,17063
3,1,93,75,54000,45,1,17063
1,0,48,57,55200,46,1,17063
1,1,77,104,55200,46,1,17063
2,0,77,67,55200,46,1,17063
3,0,117,109,55200,46,1,17063
3,1,75,95,55200,46,1,17063
1,0,57,43,56400,47,1,17063
1,1,104,92,56400,47,1,17063
2,0,67,74,56400,47,1,17063
3,0,109,115,56400,47,1,17063
3,1,95,83,56400,47,1,17063
1,0,43,42,57600,48,1,17063
1,1,92,110,57600,48,1,17063
2,0,74,76,57600,48,1,17063
3,0,115,123,57600,48,1,17063
3,1,83,101,57600,48,1,17063
1,0,42,46,58800,49,1,17063
1,1,110,122,58800,49,1,17063
2,0,76,86,58800,49,1,17063
3,0,123,111,58800,49,1,17063
3,1,101,90,58800,49,1,17063
1,0,46,55,60000,50,1,17063
1,1,122,116,60000,50,1,17063
2,0,86,99,60000,50,1,17063
3,0,111,116,60000,50,1,17063
3,1,90,115,60000,50,1,17063
1,0,55,36,61200,51,1,17063
1,1,116,96,61200,51,1,17063
2,0,99,85,61200,51,1,17063
3,0,116,110,61200,51,1,17063
3,1,115,86,61200,51,1,17063
1,0,36,34,62400,52,1,17063
1,1,96,116,62400,52,1,17063
2,0,85,72,62400,52,1,17063
3,0,110,118,62400,52,1,17063
3,1,86,85,62400,52,1,17063
1,0,34,24,63600,53,1,17063
1,1,116,112,63600,53,1,17063
2,0,72,53,63600,53,1,17063
3,0,118,95,63600,53,1,17063
3,1,85,91,63600,53,1,17063
1,0,24,29,64800,54,1,17063
1,1,112,67,64800,54,1,17063
2,0,53,55,64800,54,1,17063
3,0,95,94,64800,54,1,17063
3,1,91,73,64800,54,1,17063
1,0,29,27,66000,55,1,17063
1,1,67,94,66000,55,1,17063
2,0,55,50,66000,55,1,17063
3,0,94,56,66000,55,1,17063
3,1,73,78,66000,55,1,17063
1,0,27,18,67200,56,1,17063
1,1,94,65,67200,56,1,17063
2,0,50,49,67200,56,1,17063
3,0,56,61,67200,56,1,17063
3,1,78,77,67200,56,1,17063
1,0,18,13,68400,57,1,17063
1,1,65,62,68400,57,1,17063
2,0,49,44,68400,57,1,17063
3,0,61,51,68400,57,1,17063
3,1,77,44,68400,57,1,17063
1,0,13,22,69600,58,1,17063
1,1,62,44,69600,58,1,17063
2,0,44,49,69600,58,1,17063
3,0,51,61,69600,58,1,17063
3,1,44,45,69600,58,1,17063
1,0,22,27,70800,59,1,17063
1,1,44,41,70800,59,1,17063
2,0,49,41,70800,59,1,17063
3,0,61,50,70800,59,1,17063
3,1,45,46,70800,59,1,17063
1,0,0,0,72000,60,1,17063
1,1,0,0,72000,60,1,17063
2,0,0,0,72000,60,1,17063
3,0,0,0,72000,60,1,17063
3,1,0,0,72000,60,1,17063
1,0,0,0,73200,61,1,17063
1,1,0,0,73200,61,1,17063
2,0,0,0,73200,61,1,17063
3,0,0,0,73200,61,1,17063
3,1,0,0,73200,61,1,17063
1,0,0,0,74400,62,1,17063
1,1,0,0,74400,62,1,17063
2,0,0,0,74400,62,1,17063
3,0,0,0,74400,62,1,17063
3,1,0,0,74400,62,1,17063
1,0,0,0,75600,63,1,17063
1,1,0,0,75600,63,1,17063
2,0,0,0,75600,63,1,17063
3,0,0,0,75600,63,1,17063
3,1,0,0,75600,63,1,17063
1,0,0,0,76800,64,1,17063
1,1,0,0,76800,64,1,17063
2,0,0,0,76800,64,1,17063
3,0,0,0,76800,64,1,17063
3,1,0,0,76800,64,1,17063
1,0,0,0,78000,65,1,17063
1,1,0,0,78000,65,1,17063
2,0,0,0,78000,65,1,17063
3,0,0,0,78000,65,1,17063
3,1,0,0,78000,65,1,17063
1,0,0,0,79200,66,1,17063
1,1,0,0,79200,66,1,17063
2,0,0,0,79200,66,1,17063
3,0,0,0,79200,66,1,17063
3,1,0,0,79200,66,1,17063
1,0,0,0,80400,67,1,17063
1,1,0,0,80400,67,1,17063
2,0,0,0,80400,67,1,17063
3,0,0,0,80400,67,1,17063
3,1,0,0,80400,67,1,17063
1,0,0,0,81600,68,1,17063
1,1,0,0,81600,68,1,17063
2,0,0,0,81600,68,1,17063
3,0,0,0,81600,68,1,17063
3,1,0,0,81600,68,1,17063
1,0,0,0,82800,69,1,17063
1,1,0,0,82800,69,1,17063
2,0,0,0,82800,69,1,17063
3,0,0,0,82800,69,1,17063
3,1,0,0,82800,69,1,17063
1,0,0,0,84000,70,1,17063
1,1,0,0,84000,70,1,17063
2,0,0,0,84000,70,1,17063
3,0,0,0,84000,70,1,17063
3,1,0,0,84000,70,1,17063
1,0,0,0,85200,71,1,17063
1,1,0,0,85200,71,1,17063
2,0,0,0,85200,71,1,17063
3,0,0,0,85200,71,1,17063
3,1,0,0,85200,71,1,17063
1,0,0,0,0,0,2,17064
1,1,0,0,0,0,2,17064
2,0,0,0,0,0,2,17064
3,0,0,0,0,0,2,17064
3,1,0,0,0,0,2,17064
1,0,0,0,1200,1,2,17064
1,1,0,0,1200,1,2,17064
2,0,0,0,1200,1,2,17064
3,0,0,0,1200,1,2,17064
3,1,0,0,1200,1,2,17064
1,0,0,0,2400,2,2,17064
1,1,0,0,2400,2,2,17064
2,0,0,0,2400,2,2,17064
3,0,0,0,2400,2,2,17064
3,1,0,0,2400,2,2,17064
1,0,0,0,3600,3,2,17064
1,1,0,0,3600,3,2,17064
2,0,0,0,3600,3,2,17064
3,0,0,0,3600,3,2,17064
3,1,0,0,3600,3,2,17064
1,0,0,0,4800,4,2,17064
1,1,0,0,4800,4,2,17064
2,0,0,0,4800,4,2,17064
3,0,0,0,4800,4,2,17064
3,1,0,0,4800,4,2,17064
1,0,0,0,6000,5,2,17064
1,1,0,0,6000,5,2,17064
2,0,0,0,6000,5,2,17064
3,0,0,0,6000,5,2,17064
3,1,0,0,6000,5,2,17064
1,0,0,0,7200,6,2,17064
1,1,0,0,7200,6,2,17064
2,0,0,0,7200,6,2,17064
3,0,0,0,7200,6,2,17064
3,1,0,0,7200,6,2,17064
1,0,0,0,8400,7,2,17064
1,1,0,0,8400,7,2,17064
2,0,0,0,8400,7,2,17064
3,0,0,0,8400,7,2,17064
3,1,0,0,8400,7,2,17064
1,0,0,0,9600,8,2,17064
1,1,0,0,9600,8,2,17064
2,0,0,0,9600,8,2,17064
3,0,0,0,9600,8,2,17064
3,1,0,0,9600,8,2,17064
1,0,0,0,10800,9,2,17064
1,1,0,0,10800,9,2,17064
2,0,0,0,10800,9,2,17064
3,0,0,0,10800,9,2,17064
3,1,0,0,10800,9,2,17064
1,0,0,0,12000,10,2,17064
1,1,0,0,12000,10,2,17064
2,0,0,0,12000,10,2,17064
3,0,0,0,12000,10,2,17064
3,1,0,0,12000,10,2,17064
1,0,0,0,13200,11,2,17064
1,1,0,0,13200,11,2,17064
2,0,0,0,13200,11,2,17064
3,0,0,0,13200,11,2,17064
3,1,0,0,13200,11,2,17064
1,0,0,0,14400,12,2,17064
1,1,0,0,14400,12,2,17064
2,0,0,0,14400,12,2,17064
3,0,0,0,14400,12,2,17064
3,1,0,0,14400,12,2,17064
1,0,0,0,15600,13,2,17064
1,1,0,0,15600,13,2,17064
2,0,0,0,15600,13,2,17064
3,0,0,0,15600,13,2,17064
3,1,0,0,15600,13,2,17064
1,0,0,0,16800,14,2,17064
1,1,0,0,16800,14,2,17064
2,0,0,0,16800,14,2,17064
3,0,0,0,16800,14,2,17064
3,1,0,0,16800,14,2,17064
1,0,0,0,18000,15,2,17064
1,1,0,0,18000,15,2,17064
2,0,0,0,18000,15,2,17064
3,0,0,0,18000,15,2,17064
3,1,0,0,18000,15,2,17064
1,0,0,0,19200,16,2,17064
1,1,0,0,19200,16,2,17064
2,0,0,0,19200,16,2,17064
3,0,0,0,19200,16,2,17064
3,1,0,0,19200,16,2,17064
1,0,0,0,20400,17,2,17064
1,1,0,0,20400,17,2,17064
2,0,0,0,20400,17,2,17064
3,0,0,0,20400,17,2,17064
3,1,0,0,20400,17,2,17064
1,0,0,0,21600,18,2,17064
1,1,0,0,21600,18,2,17064
2,0,0,0,21600,18,2,17064
3,0,0,0,21600,18,2,17064
3,1,0,0,21600,18,2,17064
1,0,0,0,22800,19,2,17064
1,1,0,0,22800,19,2,17064
2,0,0,0,22800,19,2,17064
3,0,0,0,22800,19,2,17064
3,1,0,0,22800,19,2,17064
1,0,0,0,24000,20,2,17064
1,1,0,0,24000,20,2,17064
2,0,0,0,24000,20,2,17064
3,0,0,0,24000,20,2,17064
3,1,0,0,24000,20,2,17064
1,0,0,0,25200,21,2,17064
1,1,0,0,25200,21,2,17064
2,0,0,0,25200,21,2,17064
3,0,0,0,25200,21,2,17064
3,1,0,0,25200,21,2,17064
1,0,0,0,26400,22,2,17064
1,1,0,0,26400,22,2,17064
2,0,0,0,26400,22,2,17064
3,0,0,0,26400,22,2,17064
3,1,0,0,26400,22,2,17064
1,0,0,0,27600,23,2,17064
1,1,0,0,27600,23,2,17064
2,0,0,0,27600,23,2,17064
3,0,0,0,27600,23,2,17064
3,1,0,0,27600,23,2,17064
1,0,0,0,28800,24,2,17064
1,1,0,0,28800,24,2,17064
2,0,0,0,28800,24,2,17064
3,0,0,0,28800,24,2,17064
3,1,0,0,28800,24,2,17064
1,0,0,0,30000,25,2,17064
1,1,0,0,30000,25,2,17064
2,0,0,0,30000,25,2,17064
3,0,0,0,30000,25,2,17064
3,1,0,0,30000,25,2,17064
1,0,0,0,31200,26,2,17064
1,1,0,0,31200,26,2,17064
2,0,0,0,31200,26,2,17064
3,0,0,0,31200,26,2,17064
3,1,0,0,31200,26,2,17064
1,0,0,0,32400,27,2,17064
1,1,0,0,32400,27,2,17064
2,0,0,0,32400,27,2,17064
3,0,0,0,32400,27,2,17064
3,1,0,0,32400,27,2,17064
1,0,0,0,33600,28,2,17064
1,1,0,0,33600,28,2,17064
2,0,0,0,33600,28,2,17064
3,0,0,0,33600,28,2,17064
3,1,0,0,33600,28,2,17064
1,0,0,0,34800,29,2,17064
1,1,0,0,34800,29,2,17064
2,0,0,0,34800,29,2,17064
3,0,0,0,34800,29,2,17064
3,1,0,0,34800,29,2,17064
1,0,0,0,36000,30,2,17064
1,1,0,0,36000,30,2,17064
2,0,0,0,36000,30,2,17064
3,0,0,0,36000,30,2,17064
3,1,0,0,36000,30,2,17064
1,0,0,0,37200,31,2,17064
1,1,0,0,37200,31,2,17064
2,0,0,0,37200,31,2,17064
3,0,0,0,37200,31,2,17064
3,1,0,0,37200,31,2,17064
1,0,0,0,38400,32,2,17064
1,1,0,0,38400,32,2,17064
2,0,0,0,38400,32,2,17064
3,0,0,0,38400,32,2,17064
3,1,0,0,38400,32,2,17064
1,0,0,0,39600,33,2,17064
1,1,0,0,39600,33,2,17064
2,0,0,0,39600,33,2,17064
3,0,0,0,39600,33,2,17064
3,1,0,0,39600,33,2,17064
1,0,0,0,40800,34,2,17064
1,1,0,0,40800,34,2,17064
2,0,0,0,40800,34,2,17064
3,0,0,0,40800,34,2,17064
3,1,0,0,40800,34,2,17064
1,0,0,0,42000,35,2,17064
1,1,0,0,42000,35,2,17064
2,0,0,0,42000,35,2,17064
3,0,0,0,42000,35,2,17064
3,1,0,0,42000,35,2,17064
1,0,0,0,43200,36,2,17064
1,1,0,0,43200,36,2,17064
2,0,0,0,43200,36,2,17064
3,0,0,0,43200,36,2,17064
3,1,0,0,43200,36,2,17064
1,0,0,0,44400,37,2,17064
1,1,0,0,44400,37,2,17064
2,0,0,0,44400,37,2,17064
3,0,0,0,44400,37,2,17064
3,1,0,0,44400,37,2,17064
1,0,0,0,45600,38,2,17064
1,1,0,0,45600,38,2,17064
2,0,0,0,45600,38,2,17064
3,0,0,0,45600,38,2,17064
3,1,0,0,45600,38,2,17064
1,0,0,0,46800,39,2,17064
1,1,0,0,46800,39,2,17064
2,0,0,0,46800,39,2,17064
3,0,0,0,46800,39,2,17064
3,1,0,0,46800,39,2,17064
1,0,0,0,48000,40,2,17064
1,1,0,0,48000,40,2,17064
2,0,0,0,48000,40,2,17064
3,0,0,0,48000,40,2,17064
3,1,0,0,48000,40,2,17064
1,0,0,0,49200,41,2,17064
1,1,0,0,49200,41,2,17064
2,0,0,0,49200,41,2,17064
3,0,0,0,49200,41,2,17064
3,1,0,0,49200,41,2,17064
1,0,0,0,50400,42,2,17064
1,1,0,0,50400,42,2,17064
2,0,0,0,50400,42,2,17064
3,0,0,0,50400,42,2,17064
3,1,0,0,50400,42,2,17064
1,0,0,0,51600,43,2,17064
1,1,0,0,51600,43,2,17064
2,0,0,0,51600,43,2,17064
3,0,0,0,51600,43,2,17064
3,1,0,0,51600,43,2,17064
1,0,0,0,52800,44,2,17064
1,1,0,0,52800,44,2,17064
2,0,0,0,52800,44,2,17064
3,0,0,0,52800,44,2,17064
3,1,0,0,52800,44,2,17064
1,0,0,0,54000,45,2,17064
1,1,0,0,54000,45,2,17064
2,0,0,0,54000,45,2,17064
3,0,0,0,54000,45,2,17064
3,1,0,0,54000,45,2,17064
1,0,0,0,55200,46,2,17064
1,1,0,0,55200,46,2,17064
2,0,0,0,55200,46,2,17064
3,0,0,0,55200,46,2,17064
3,1,0,0,55200,46,2,17064
1,0,0,0,56400,47,2,17064
1,1,0,0,56400,47,2,17064
2,0,0,0,56400,47,2,17064
3,0,0,0,56400,47,2,17064
3,1,0,0,56400,47,2,17064
1,0,0,0,57600,48,2,17064
1,1,0,0,57600,48,2,17064
2,0,0,0,57600,48,2,17064
3,0,0,0,57600,48,2,17064
3,1,0,0,57600,48,2,17064
1,0,0,0,58800,49,2,17064
1,1,0,0,58800,49,2,17064
2,0,0,0,58800,49,2,17064
3,0,0,0,58800,49,2,17064
3,1,0,0,58800,49,2,17064
1,0,0,0,60000,50,2,17064
1,1,0,0,60000,50,2,17064
2,0,0,0,60000,50,2,17064
3,0,0,0,60000,50,2,17064
3,1,0,0,60000,50,2,17064
1,0,0,0,61200,51,2,17064
1,1,0,0,61200,51,2,17064
2,0,0,0,61200,51,2,17064
3,0,0,0,61200,51,2,17064
3,1,0,0,61200,51,2,17064
1,0,0,0,62400,52,2,17064
1,1,0,0,62400,52,2,17064
2,0,0,0,62400,52,2,17064
3,0,0,0,62400,52,2,17064
3,1,0,0,62400,52,2,17064
1,0,0,0,63600,53,2,17064
1,1,0,0,63600,53,2,17064
2,0,0,0,63600,53,2,17064
3,0,0,0,63600,53,2,17064
3,1,0,0,63600,53,2,17064
1,0,0,0,64800,54,2,17064
1,1,0,0,64800,54,2,17064
2,0,0,0,64800,54,2,17064
3,0,0,0,64800,54,2,17064
3,1,0,0,64800,54,2,17064
1,0,0,0,66000,55,2,17064
1,1,0,0,66000,55,2,17064
2,0,0,0,66000,55,2,17064
3,0,0,0,66000,55,2,17064
3,1,0,0,66000,55,2,17064
1,0,0,0,67200,56,2,17064
1,1,0,0,67200,56,2,17064
2,0,0,0,67200,56,2,17064
3,0,0,0,67200,56,2,17064
3,1,0,0,67200,56,2,17064
1,0,0,0,68400,57,2,17064
1,1,0,0,68400,57,2,17064
2,0,0,0,68400,57,2,17064
3,0,0,0,68400,57,2,17064
3,1,0,0,68400,57,2,17064
1,0,0,0,69600,58,2,17064
1,1,0,0,69600,58,2,17064
2,0,0,0,69600,58,2,17064
3,0,0,0,69600,58,2,17064
3,1,0,0,69600,58,2,17064
1,0,0,0,70800,59,2,17064
1,1,0,0,70800,59,2,17064
2,0,0,0,70800,59,2,17064
3,0,0,0,70800,59,2,17064
3,1,0,0,70800,59,2,17064
1,0,27,17,72000,60,2,17064
1,1,41,48,72000,60,2,17064
2,0,41,56,72000,60,2,17064
3,0,50,55,72000,60,2,17064
3,1,46,32,72000,60,2,17064
1,0,17,16,73200,61,2,17064
1,1,48,34,73200,61,2,17064
2,0,56,21,73200,61,2,17064
3,0,55,29,73200,61,2,17064
3,1,32,40,73200,61,2,17064
1,0,16,17,74400,62,2,17064
1,1,34,39,74400,62,2,17064
2,0,21,35,74400,62,2,17064
3,0,29,41,74400,62,2,17064
3,1,40,42,74400,62,2,17064
1,0,17,17,75600,63,2,17064
1,1,39,24,75600,63,2,17064
2,0,35,29,75600,63,2,17064
3,0,41,32,75600,63,2,17064
3,1,42,30,75600,63,2,17064
1,0,17,22,76800,64,2,17064
1,1,24,35,76800,64,2,17064
2,0,29,20,76800,64,2,17064
3,0,32,34,76800,64,2,17064
3,1,30,37,76800,64,2,17064
1,0,22,5,78000,65,2,17064
1,1,35,30,78000,65,2,17064
2,0,20,24,78000,65,2,17064
3,0,34,30,78000,65,2,17064
3,1,37,33,78000,65,2,17064
1,0,5,4,79200,66,2,17064
1,1,30,21,79200,66,2,17064
2,0,24,21,79200,66,2,17064
3,0,30,22,79200,66,2,17064
3,1,33,16,79200,66,2,17064
1,0,4,9,80400,67,2,17064
1,1,21,24,80400,67,2,17064
2,0,21,12,80400,67,2,17064
3,0,22,24,80400,67,2,17064
3,1,16,13,80400,67,2,17064
1,0,9,3,81600,68,2,17064
1,1,24,23,81600,68,2,17064
2,0,12,24,81600,68,2,17064
3,0,24,12,81600,68,2,17064
3,1,13,21,81600,68,2,17064
1,0,3,1,82800,69,2,17064
1,1,23,16,82800,69,2,17064
2,0,24,16,82800,69,2,17064
3,0,12,6,82800,69,2,17064
3,1,21,7,82800,69,2,17064
1,0,1,7,84000,70,2,17064
1,1,16,10,84000,70,2,17064
2,0,16,6,84000,70,2,17064
3,0,6,11,84000,70,2,17064
3,1,7,11,84000,70,2,17064
1,0,7,6,85200,71,2,17064
1,1,10,13,85200,71,2,17064
2,0,6,12,85200,71,2,17064
3,0,11,22,85200,71,2,17064
3,1,11,16,85200,71,2,17064
